fips,aveBMI,aveo3.idw,aveco.idw,aveso2.idw,per.black,per.latinx,per.asnam,per.white,medhinc,medhval,ltHS,femaleunemp,maleunemp,popd,climate_region,AREA,PERIMETER,geometry
01073,27.932749188812743,0.048385926087736175,0.3539397647724004,1.669327,0.39713020252491377,0.03391290198397422,0.013878691426326254,0.5452813639773146,45244,138300,18.8,8.1,7.9,1783296.3756164215,southeast,0.282587912413497,2.88835412131611,"list(c(-86.685928, -86.68479, -86.678462, -86.672985, -86.652522, -86.650462, -86.64529, -86.647875, -86.647843, -86.647781, -86.647765, -86.638997, -86.639187, -86.632978, -86.631317, -86.63126, -86.620467, -86.614715, -86.613831, -86.61142, -86.611366, -86.610638, -86.60983, -86.605581, -86.587886, -86.582052, -86.577822, -86.54276, -86.542626, -86.542633, -86.542642, -86.533809, -86.533868, -86.533879, -86.533816, -86.527236, -86.525073, -86.525042, -86.525345, -86.525377, -86.525371, -86.525361, 
-86.525361, -86.525408, -86.525424, -86.526921, -86.534065, -86.53416, -86.542817, -86.542769, -86.551345, -86.551409, -86.551473, -86.551473, -86.551473, -86.551442, -86.551441, -86.551505, -86.551588, -86.551611, -86.551616, -86.551616, -86.551888, -86.551917, -86.552016, -86.54904, -86.543088, -86.543056, -86.537664, -86.536992, -86.533904, -86.521151, -86.516958, -86.516911, -86.516719, -86.516721, -86.516783, -86.516783, -86.516783, -86.516783, -86.517165, -86.517199, -86.543136, -86.543279, 
-86.543344, -86.5516, -86.551694, -86.560624, -86.56072, -86.564764, -86.569488, -86.569616, -86.574112, -86.574004, -86.578228, -86.578208, -86.587012, -86.587062, -86.587046, -86.595701, -86.5958, -86.595764, -86.604585, -86.604511, -86.617324, -86.622246, -86.62374, -86.62669, -86.630223, -86.63054, -86.639025, -86.645665, -86.658546, -86.674418, -86.67445, -86.67445, -86.683219, -86.690514, -86.69197, -86.692098, -86.696306, -86.696338, -86.700642, -86.70042, -86.70473, -86.705834, -86.707191, 
-86.708643, -86.708858, -86.709819, -86.710306, -86.711987, -86.717747, -86.717842, -86.717908, -86.718131, -86.72007, -86.720514, -86.720671, -86.721246, -86.722457, -86.726671, -86.731987, -86.732867, -86.732933, -86.734867, -86.735411, -86.738542, -86.739347, -86.750458, -86.750841, -86.751487, -86.752387, -86.752487, -86.752564, -86.752575, -86.752579, -86.756755, -86.756915, -86.76042, -86.761316, -86.76114, -86.762916, -86.767588, -86.769565, -86.771892, -86.773172, -86.772474, -86.773876, 
-86.77543, -86.777023, -86.776602, -86.778978, -86.779609, -86.778388, -86.778388, -86.77842, -86.778516, -86.778532, -86.778532, -86.778555, -86.778644, -86.797972, -86.804436, -86.80458, -86.812789, -86.813219, -86.813333, -86.813534, -86.814149, -86.816949, -86.819141, -86.830229, -86.830271, -86.830282, -86.830452, -86.830469, -86.830477, -86.830542, -86.830554, -86.830556, -86.830563, -86.830597, -86.832261, -86.835121, -86.839525, -86.842173, -86.848466, -86.851828, -86.871014, -86.875086, 
-86.877629, -86.882486, -86.882514, -86.882525, -86.882531, -86.882566, -86.885693, -86.886385, -86.88727, -86.889277, -86.891286, -86.891341, -86.89135, -86.891366, -86.89282, -86.89319, -86.895479, -86.895492, -86.895556, -86.895558, -86.89636, -86.896485, -86.900118, -86.9001, -86.900095, -86.90007, -86.900072, -86.906598, -86.908678, -86.91311, -86.917302, -86.917959, -86.921815, -86.921959, -86.922749, -86.923799, -86.924295, -86.926135, -86.926135, -86.926137, -86.926151, -86.926154, -86.926169, 
-86.926172, -86.926167, -86.931431, -86.937114, -86.940057, -86.947927, -86.947975, -86.948135, -86.956391, -86.969575, -86.969639, -86.974055, -86.974199, -86.975255, -86.975879, -86.97836, -86.978456, -86.982744, -86.982887, -86.984416, -86.98988, -87.019902, -87.026846, -87.044829, -87.065738, -87.065754, -87.065754, -87.067514, -87.074634, -87.074602, -87.080346, -87.083898, -87.086586, -87.087521, -87.087516, -87.08753, -87.087514, -87.087562, -87.087526, -87.087516, -87.087498, -87.10846, -87.108699, 
-87.110891, -87.126756, -87.126822, -87.127141, -87.162007, -87.162039, -87.162047, -87.162149, -87.162152, -87.162171, -87.162175, -87.171943, -87.179638, -87.179759, -87.180006, -87.195235, -87.197414, -87.197584, -87.214917, -87.214826, -87.231999, -87.231927, -87.232045, -87.249311, -87.248955, -87.248698, -87.253762, -87.253788, -87.257462, -87.266984, -87.266836, -87.284278, -87.284363, -87.314395, -87.314114, -87.335577, -87.335514, -87.341698, -87.3372, -87.334412, -87.331742, -87.331396, 
-87.330816, -87.329176, -87.327148, -87.32384, -87.322175, -87.314615, -87.307035, -87.303477, -87.301364, -87.298833, -87.297712, -87.296065, -87.292333, -87.287326, -87.285407, -87.284796, -87.288889, -87.288894, -87.288374, -87.28544, -87.282233, -87.277248, -87.274788, -87.272071, -87.270011, -87.267185, -87.263585, -87.261361, -87.260566, -87.261312, -87.266923, -87.273257, -87.275202, -87.275534, -87.274811, -87.273539, -87.27106, -87.267994, -87.26444, -87.261892, -87.259018, -87.25773, -87.255368, 
-87.252357, -87.250475, -87.248891, -87.246754, -87.243404, -87.241026, -87.239631, -87.239746, -87.238792, -87.235794, -87.2326, -87.230183, -87.219374, -87.215458, -87.212882, -87.210029, -87.200291, -87.198997, -87.187222, -87.185691, -87.186516, -87.188281, -87.194146, -87.196915, -87.204127, -87.204943, -87.203613, -87.197771, -87.197556, -87.197066, -87.197326, -87.197044, -87.196924, -87.183311, -87.179555, -87.179432, -87.144399, -87.144473, -87.092733, -87.092734, -87.092641, -87.089214, 
-87.07854, -87.075198, -87.057757, -87.057725, -87.057725, -87.057406, -87.052862, -87.046061, -87.040269, -87.039789, -87.039837, -87.039821, -87.040046, -87.040126, -87.040142, -87.040526, -87.040638, -87.031582, -87.03163, -87.031694, -87.031662, -87.031662, -87.031726, -87.031694, -87.029326, -87.023355, -87.023353, -87.023283, -87.023286, -87.022168, -87.005889, -87.005965, -86.986952, -86.975947, -86.970928, -86.970975, -86.955718, -86.953715, -86.953664, -86.936537, -86.914689, -86.883949, 
-86.879088, -86.873694, -86.872281, -86.847111, -86.832451, -86.825038, -86.814657, -86.811549, -86.788237, -86.769591, -86.767644, -86.762562, -86.759144, -86.753324, -86.749748, -86.743607, -86.740689, -86.7308, -86.727601, -86.721457, -86.70898, -86.685928, 33.797128, 33.79645, 33.79268, 33.789521, 33.777257, 33.776048, 33.773012, 33.772958, 33.769536, 33.766623, 33.765896, 33.765825, 33.769384, 33.765716, 33.765694, 33.765662, 33.765378, 33.765198, 33.765182, 33.765197, 33.765208, 33.765197, 
33.765197, 33.765198, 33.765008, 33.765088, 33.765138, 33.765167, 33.748004, 33.742815, 33.735636, 33.73546, 33.725019, 33.723151, 33.721284, 33.721248, 33.721236, 33.71049, 33.700229, 33.694533, 33.694065, 33.693349, 33.690071, 33.663628, 33.656053, 33.656067, 33.656133, 33.634358, 33.634374, 33.619846, 33.619974, 33.614726, 33.60776, 33.606777, 33.605511, 33.600977, 33.600903, 33.597879, 33.589448, 33.58755, 33.587469, 33.587463, 33.570167, 33.566247, 33.561303, 33.561399, 33.561223, 33.553912, 
33.553832, 33.553832, 33.553784, 33.553575, 33.553431, 33.550824, 33.549192, 33.548439, 33.547016, 33.54628, 33.546232, 33.545896, 33.528308, 33.524136, 33.524392, 33.521113, 33.517288, 33.517448, 33.517449, 33.517512, 33.510632, 33.510617, 33.5106, 33.503353, 33.503257, 33.499545, 33.499491, 33.496082, 33.496073, 33.490714, 33.481572, 33.481483, 33.47995, 33.474325, 33.474179, 33.467127, 33.466868, 33.466796, 33.466772, 33.46677, 33.466807, 33.46681, 33.46689, 33.466826, 33.466666, 33.466522, 33.459242, 
33.451738, 33.451821, 33.451882, 33.451306, 33.444619, 33.444683, 33.441115, 33.441115, 33.433996, 33.430443, 33.430467, 33.430497, 33.430528, 33.430533, 33.430554, 33.429515, 33.430667, 33.430779, 33.425187, 33.423178, 33.416316, 33.41636, 33.41637, 33.416374, 33.416387, 33.416414, 33.41651, 33.416711, 33.416748, 33.416751, 33.416828, 33.416924, 33.417, 33.41702, 33.417338, 33.417364, 33.417408, 33.417308, 33.415808, 33.411536, 33.402826, 33.399132, 33.39918, 33.395612, 33.39566, 33.395228, 33.388365, 
33.388461, 33.388621, 33.388688, 33.388941, 33.388932, 33.388352, 33.387325, 33.388915, 33.390264, 33.390501, 33.389398, 33.3888, 33.386925, 33.386317, 33.385453, 33.372189, 33.371437, 33.371069, 33.370224, 33.366878, 33.36731, 33.367502, 33.363374, 33.363614, 33.363626, 33.36323, 33.363559, 33.36283, 33.36059, 33.36059, 33.360766, 33.358154, 33.357428, 33.343514, 33.342991, 33.342653, 33.338714, 33.337293, 33.337099, 33.336195, 33.332015, 33.332018, 33.332023, 33.332031, 33.33208, 33.332196, 33.332258, 
33.332543, 33.332598, 33.332622, 33.331087, 33.329162, 33.328416, 33.328043, 33.325648, 33.325722, 33.326714, 33.32576, 33.325776, 33.325792, 33.321193, 33.320432, 33.31848, 33.318454, 33.318448, 33.31848, 33.318147, 33.316549, 33.316496, 33.315918, 33.315052, 33.315062, 33.313501, 33.313119, 33.310866, 33.307949, 33.307952, 33.306448, 33.303952, 33.300753, 33.300273, 33.298065, 33.296529, 33.296543, 33.296561, 33.296554, 33.294993, 33.294899, 33.294223, 33.289425, 33.288968, 33.286324, 33.285858, 
33.278161, 33.278161, 33.271055, 33.274641, 33.274641, 33.270898, 33.26733, 33.26749, 33.267474, 33.260162, 33.260114, 33.256594, 33.256514, 33.256498, 33.256274, 33.252914, 33.252994, 33.246007, 33.24601, 33.246021, 33.24638, 33.246459, 33.246667, 33.246907, 33.267602, 33.275938, 33.275954, 33.276018, 33.279682, 33.279666, 33.279634, 33.27965, 33.28406, 33.284882, 33.285458, 33.285698, 33.286306, 33.288773, 33.289475, 33.290674, 33.290747, 33.290746, 33.290738, 33.290845, 33.294598, 33.306014, 33.306588, 
33.308893, 33.309701, 33.318962, 33.31915, 33.320729, 33.321012, 33.321068, 33.321112, 33.328317, 33.34298, 33.343078, 33.343093, 33.358134, 33.358318, 33.365799, 33.365851, 33.374041, 33.395137, 33.395583, 33.404192, 33.410433, 33.410309, 33.417813, 33.41785, 33.417947, 33.424703, 33.425709, 33.440578, 33.441719, 33.45573, 33.456251, 33.470429, 33.470501, 33.475396, 33.479857, 33.485526, 33.490165, 33.491502, 33.49266, 33.493081, 33.492818, 33.492066, 33.487247, 33.490181, 33.489945, 33.488319, 
33.48167, 33.480209, 33.479392, 33.479028, 33.479801, 33.481509, 33.48437, 33.49619, 33.498608, 33.50011, 33.50228, 33.502674, 33.501602, 33.500448, 33.498143, 33.497363, 33.497189, 33.498322, 33.500683, 33.504209, 33.506513, 33.512929, 33.516748, 33.519394, 33.522052, 33.524658, 33.527424, 33.529855, 33.530492, 33.529077, 33.526097, 33.517747, 33.51612, 33.514425, 33.513889, 33.514199, 33.514963, 33.517266, 33.521428, 33.525276, 33.528593, 33.532965, 33.536947, 33.539072, 33.539381, 33.538844, 33.536208, 
33.536115, 33.536767, 33.538732, 33.548879, 33.549657, 33.551743, 33.55501, 33.556951, 33.55826, 33.560269, 33.5624, 33.572517, 33.575855, 33.580542, 33.589348, 33.591232, 33.59326, 33.593392, 33.594169, 33.599339, 33.599326, 33.599275, 33.613793, 33.613406, 33.628198, 33.62785, 33.634651, 33.654022, 33.656842, 33.656674, 33.65665, 33.656362, 33.66129, 33.661786, 33.683465, 33.685417, 33.685321, 33.685257, 33.685273, 33.686441, 33.687561, 33.696105, 33.699785, 33.702729, 33.723353, 33.728969, 33.729001, 
33.736552, 33.739576, 33.740632, 33.741384, 33.743144, 33.743656, 33.743608, 33.743576, 33.746453, 33.758199, 33.772727, 33.772717, 33.772572, 33.787237, 33.7868, 33.786566, 33.78646, 33.801458, 33.801094, 33.801026, 33.815297, 33.81531, 33.827051, 33.843237, 33.843174, 33.842975, 33.842817, 33.84234, 33.84201, 33.841826, 33.8415, 33.841434, 33.841033, 33.840815, 33.840743, 33.840596, 33.840617, 33.83715, 33.834806, 33.831236, 33.82954, 33.823765, 33.821874, 33.81824, 33.81085, 33.797128))"
01117,28.40039056275333,0.04977390943729591,0.3184702338425275,1.669327,0.10230631946693494,0.05055022291435541,0.018232809409948803,0.8177614850850657,68380,193900,14.7,5.8,4.3,715339.7366622282,southeast,0.202872834490005,2.50342158055191,"list(c(-86.516783, -86.515087, -86.513371, -86.513183, -86.512183, -86.507977, -86.481549, -86.481816, -86.48194, -86.475302, -86.447172, -86.443015, -86.442575, -86.42887, -86.421373, -86.413033, -86.378222, -86.378224, -86.378225, -86.378193, -86.378197, -86.378374, -86.378665, -86.378815, -86.377566, -86.373523, -86.369396, -86.360847, -86.353881, -86.35104, -86.349772, -86.349566, -86.341113, -86.34121, -86.342196, -86.343514, -86.347532, -86.35023, -86.355054, -86.362216, -86.364321, -86.366707, 
-86.368108, -86.367916, -86.365636, -86.364174, -86.364236, -86.36738, -86.367542, -86.366371, -86.362294, -86.361003, -86.359989, -86.358511, -86.35734, -86.358289, -86.360915, -86.363582, -86.37763, -86.379001, -86.380582, -86.393341, -86.396185, -86.404495, -86.407603, -86.412397, -86.420041, -86.426369, -86.429705, -86.431233, -86.433527, -86.434263, -86.434872, -86.434096, -86.431721, -86.425941, -86.42437, -86.42507, -86.429668, -86.432553, -86.435527, -86.439171, -86.442115, -86.446998, -86.450695, 
-86.45288, -86.456162, -86.458026, -86.465744, -86.466485, -86.465901, -86.4648, -86.461716, -86.461049, -86.460981, -86.46202, -86.464726, -86.467551, -86.470116, -86.471991, -86.480856, -86.485595, -86.489315, -86.491533, -86.493338, -86.503127, -86.50359, -86.503288, -86.502721, -86.49998, -86.496347, -86.491384, -86.487684, -86.485864, -86.484285, -86.483468, -86.482811, -86.482846, -86.481504, -86.478164, -86.473253, -86.46666, -86.463821, -86.46181, -86.459926, -86.460418, -86.461316, -86.466086, 
-86.480287, -86.484148, -86.488283, -86.491029, -86.493489, -86.497904, -86.505564, -86.50905, -86.511142, -86.512106, -86.511391, -86.507011, -86.506026, -86.506474, -86.511859, -86.520061, -86.5207, -86.518816, -86.516446, -86.5169, -86.516508, -86.516582, -86.517344, -86.522978, -86.536859, -86.548559, -86.552759, -86.553845, -86.55487, -86.560683, -86.564005, -86.564827, -86.565882, -86.567487, -86.580488, -86.583902, -86.585374, -86.591815, -86.595844, -86.59962, -86.600893, -86.601777, -86.604032, 
-86.614878, -86.616435, -86.618476, -86.618746, -86.618177, -86.614587, -86.609364, -86.608657, -86.608674, -86.610237, -86.680061, -86.730265, -86.737123, -86.741877, -86.744933, -86.747733, -86.750427, -86.751054, -86.751972, -86.758504, -86.761574, -86.764465, -86.784586, -86.789943, -86.79299, -86.797155, -86.802718, -86.818528, -86.820507, -86.824835, -86.824863, -86.863455, -86.881638, -86.881182, -86.898519, -86.898592, -86.916217, -86.916272, -86.916307, -86.919984, -86.919969, -86.933973, 
-86.934211, -86.933992, -86.951659, -86.950876, -86.955744, -86.969291, -86.969252, -86.969563, -86.974477, -86.974369, -87.003868, -87.003836, -87.025596, -87.025614, -87.025615, -87.025636, -87.021298, -87.02138, -87.02572, -87.025973, -87.026846, -87.019902, -86.98988, -86.984416, -86.982887, -86.982744, -86.978456, -86.97836, -86.975879, -86.975255, -86.974199, -86.974055, -86.969639, -86.969575, -86.956391, -86.948135, -86.947975, -86.947927, -86.940057, -86.937114, -86.931431, -86.926167, -86.926172, 
-86.926169, -86.926154, -86.926151, -86.926137, -86.926135, -86.926135, -86.924295, -86.923799, -86.922749, -86.921959, -86.921815, -86.917959, -86.917302, -86.91311, -86.908678, -86.906598, -86.900072, -86.90007, -86.900095, -86.9001, -86.900118, -86.896485, -86.89636, -86.895558, -86.895556, -86.895492, -86.895479, -86.89319, -86.89282, -86.891366, -86.89135, -86.891341, -86.891286, -86.889277, -86.88727, -86.886385, -86.885693, -86.882566, -86.882531, -86.882525, -86.882514, -86.882486, -86.877629, 
-86.875086, -86.871014, -86.851828, -86.848466, -86.842173, -86.839525, -86.835121, -86.832261, -86.830597, -86.830563, -86.830556, -86.830554, -86.830542, -86.830477, -86.830469, -86.830452, -86.830282, -86.830271, -86.830229, -86.819141, -86.816949, -86.814149, -86.813534, -86.813333, -86.813219, -86.812789, -86.80458, -86.804436, -86.797972, -86.778644, -86.778555, -86.778532, -86.778532, -86.778516, -86.77842, -86.778388, -86.778388, -86.779609, -86.778978, -86.776602, -86.777023, -86.77543, 
-86.773876, -86.772474, -86.773172, -86.771892, -86.769565, -86.767588, -86.762916, -86.76114, -86.761316, -86.76042, -86.756915, -86.756755, -86.752579, -86.752575, -86.752564, -86.752487, -86.752387, -86.751487, -86.750841, -86.750458, -86.739347, -86.738542, -86.735411, -86.734867, -86.732933, -86.732867, -86.731987, -86.726671, -86.722457, -86.721246, -86.720671, -86.720514, -86.72007, -86.718131, -86.717908, -86.717842, -86.717747, -86.711987, -86.710306, -86.709819, -86.708858, -86.708643, 
-86.707191, -86.705834, -86.70473, -86.70042, -86.700642, -86.696338, -86.696306, -86.692098, -86.69197, -86.690514, -86.683219, -86.67445, -86.67445, -86.674418, -86.658546, -86.645665, -86.639025, -86.63054, -86.630223, -86.62669, -86.62374, -86.622246, -86.617324, -86.604511, -86.604585, -86.595764, -86.5958, -86.595701, -86.587046, -86.587062, -86.587012, -86.578208, -86.578228, -86.574004, -86.574112, -86.569616, -86.569488, -86.564764, -86.56072, -86.560624, -86.551694, -86.5516, -86.543344, 
-86.543279, -86.543136, -86.517199, -86.517165, -86.516783, 33.545896, 33.545912, 33.54591, 33.545896, 33.545927, 33.546058, 33.546073, 33.51764, 33.502545, 33.502517, 33.5024, 33.502325, 33.502317, 33.502342, 33.502367, 33.502395, 33.502411, 33.500105, 33.500069, 33.481509, 33.456851, 33.407687, 33.390983, 33.388113, 33.386007, 33.383011, 33.381534, 33.377734, 33.373412, 33.370481, 33.368516, 33.367096, 33.3546, 33.351848, 33.350326, 33.349183, 33.347606, 33.34717, 33.347669, 33.346924, 33.346034, 
33.344233, 33.34167, 33.33636, 33.332947, 33.328827, 33.327681, 33.32049, 33.318384, 33.315677, 33.310701, 33.30717, 33.304012, 33.301659, 33.296917, 33.294459, 33.292408, 33.291255, 33.286735, 33.286081, 33.28496, 33.275431, 33.2744, 33.27275, 33.272567, 33.273448, 33.275911, 33.281187, 33.2832, 33.283447, 33.282623, 33.281665, 33.279471, 33.275513, 33.271833, 33.265065, 33.260563, 33.257433, 33.248219, 33.24434, 33.241994, 33.240922, 33.241212, 33.242586, 33.243487, 33.24387, 33.242971, 33.241434, 
33.228579, 33.224489, 33.219961, 33.216666, 33.210665, 33.207632, 33.20293, 33.200022, 33.19712, 33.195935, 33.195907, 33.196435, 33.201588, 33.201899, 33.200735, 33.199266, 33.197043, 33.179144, 33.175978, 33.174867, 33.174034, 33.172335, 33.171646, 33.169952, 33.16696, 33.163908, 33.16123, 33.15952, 33.1558, 33.147257, 33.145159, 33.141848, 33.139007, 33.136272, 33.133819, 33.131009, 33.125117, 33.123224, 33.122005, 33.118977, 33.115318, 33.113185, 33.10848, 33.102944, 33.099159, 33.096558, 33.093101, 
33.090899, 33.088432, 33.085876, 33.07991, 33.071801, 33.067748, 33.066064, 33.061499, 33.056988, 33.054602, 33.046199, 33.04222, 33.030518, 33.028705, 33.023184, 33.020566, 33.023115, 33.024433, 33.019257, 33.018664, 33.018931, 33.019331, 33.019349, 33.019902, 33.020941, 33.025493, 33.027417, 33.034599, 33.039632, 33.040734, 33.042883, 33.044774, 33.04759, 33.050119, 33.054235, 33.055086, 33.053507, 33.053859, 33.058764, 33.060295, 33.061408, 33.064159, 33.065674, 33.066361, 33.067264, 33.070002, 
33.069486, 33.069274, 33.069267, 33.06926, 33.069248, 33.069259, 33.069271, 33.069267, 33.069262, 33.069232, 33.069217, 33.069203, 33.068992, 33.068816, 33.068807, 33.068783, 33.068706, 33.068523, 33.068443, 33.06853, 33.070216, 33.07179, 33.071861, 33.049901, 33.049809, 33.05706, 33.057146, 33.059544, 33.061042, 33.061038, 33.064321, 33.064061, 33.073114, 33.078797, 33.078741, 33.098585, 33.098534, 33.098396, 33.129892, 33.158135, 33.158234, 33.161708, 33.162008, 33.165795, 33.165795, 33.179147, 
33.179469, 33.191436, 33.191447, 33.209782, 33.209722, 33.231544, 33.246459, 33.24638, 33.246021, 33.24601, 33.246007, 33.252994, 33.252914, 33.256274, 33.256498, 33.256514, 33.256594, 33.260114, 33.260162, 33.267474, 33.26749, 33.26733, 33.270898, 33.274641, 33.274641, 33.271055, 33.278161, 33.278161, 33.285858, 33.286324, 33.288968, 33.289425, 33.294223, 33.294899, 33.294993, 33.296554, 33.296561, 33.296543, 33.296529, 33.298065, 33.300273, 33.300753, 33.303952, 33.306448, 33.307952, 33.307949, 
33.310866, 33.313119, 33.313501, 33.315062, 33.315052, 33.315918, 33.316496, 33.316549, 33.318147, 33.31848, 33.318448, 33.318454, 33.31848, 33.320432, 33.321193, 33.325792, 33.325776, 33.32576, 33.326714, 33.325722, 33.325648, 33.328043, 33.328416, 33.329162, 33.331087, 33.332622, 33.332598, 33.332543, 33.332258, 33.332196, 33.33208, 33.332031, 33.332023, 33.332018, 33.332015, 33.336195, 33.337099, 33.337293, 33.338714, 33.342653, 33.342991, 33.343514, 33.357428, 33.358154, 33.360766, 33.36059, 
33.36059, 33.36283, 33.363559, 33.36323, 33.363626, 33.363614, 33.363374, 33.367502, 33.36731, 33.366878, 33.370224, 33.371069, 33.371437, 33.372189, 33.385453, 33.386317, 33.386925, 33.3888, 33.389398, 33.390501, 33.390264, 33.388915, 33.387325, 33.388352, 33.388932, 33.388941, 33.388688, 33.388621, 33.388461, 33.388365, 33.395228, 33.39566, 33.395612, 33.39918, 33.399132, 33.402826, 33.411536, 33.415808, 33.417308, 33.417408, 33.417364, 33.417338, 33.41702, 33.417, 33.416924, 33.416828, 33.416751, 
33.416748, 33.416711, 33.41651, 33.416414, 33.416387, 33.416374, 33.41637, 33.41636, 33.416316, 33.423178, 33.425187, 33.430779, 33.430667, 33.429515, 33.430554, 33.430533, 33.430528, 33.430497, 33.430467, 33.430443, 33.433996, 33.441115, 33.441115, 33.444683, 33.444619, 33.451306, 33.451882, 33.451821, 33.451738, 33.459242, 33.466522, 33.466666, 33.466826, 33.46689, 33.46681, 33.466807, 33.46677, 33.466772, 33.466796, 33.466868, 33.467127, 33.474179, 33.474325, 33.47995, 33.481483, 33.481572, 33.490714, 
33.496073, 33.496082, 33.499491, 33.499545, 33.503257, 33.503353, 33.5106, 33.510617, 33.510632, 33.517512, 33.517449, 33.517448, 33.517288, 33.521113, 33.524392, 33.524136, 33.528308, 33.545896))"
