"","fips","aveBMI","avePM.idw","per.black","per.latinx","per.asnam","per.white","med.hinc","med.hval","lt.HS","female.unemp","male.unemp","climate.region"
"277",18015,27.59552566,11.672222,0.001710751,0.027701013,0.001118568,0.96302145,48055,107400,30.7,6.4,4.7,"ohio_valley"
"278",18017,28.76681419,12.502679,0.012052783,0.097218855,0.009801545,0.871991134,42587,82400,35.7,7.3,6.7,"ohio_valley"
"279",18019,28.99467202,12.88042403,0.064512678,0.038847878,0.00800019,0.875456177,47368,125800,20.6,5.3,8.4,"ohio_valley"
"280",18021,30.39329986,12.53185354,0.003276444,0.009193604,0.001858282,0.977309404,44666,87100,22.5,4.5,7.2,"ohio_valley"
"281",18023,27.62588335,12.08298428,0.003364103,0.100676923,0.001928205,0.887507692,48416,98700,28.6,6.6,8.9,"ohio_valley"
"282",18027,28.00978411,12.92439228,0.005104759,0.032049006,0.005326705,0.950994318,44592,97200,50,6,3.2,"ohio_valley"
"283",18029,29.48904773,14.236667,0.005755089,0.00772674,0.003916658,0.974501758,56789,160300,16.7,5.6,6.9,"ohio_valley"
"284",18033,28.01328888,11.843443,0.002959436,0.017820954,0.003441953,0.96860424,46722,112300,22.8,8.8,9.5,"ohio_valley"
"285",18035,29.10058897,12.75444381,0.062254246,0.014070437,0.009978958,0.899679058,38066,92400,8.2,8.7,11.9,"ohio_valley"
"286",18037,28.89320467,13.51166855,0.002178091,0.045163357,0.00429212,0.943754004,52871,129600,29.6,3.3,4,"ohio_valley"
"287",18039,27.09773692,11.84973471,0.051144401,0.11081169,0.009640412,0.816676569,47258,128000,34.6,9.8,9.1,"ohio_valley"
"288",18043,28.20272559,13.31467628,0.045368687,0.020212897,0.008473529,0.914028987,52422,147100,19.1,6,7.8,"ohio_valley"
"289",18051,28.19864314,12.73339387,0.017509267,0.010529222,0.00418014,0.958159161,46872,99100,15.8,5.5,6.3,"ohio_valley"
"290",18057,26.39670434,12.97945047,0.032364283,0.028831452,0.045874624,0.882169378,81947,211200,19,4.1,3.5,"ohio_valley"
"291",18059,27.47606661,13.09477522,0.018117064,0.014032982,0.007742335,0.951165221,61052,159200,17.4,5,5.3,"ohio_valley"
"292",18061,26.72442227,13.739552,0.004058955,0.010712979,0.003559903,0.972851582,51272,124200,20.4,7.2,6.6,"ohio_valley"
"293",18063,28.94482875,14.02403361,0.045944666,0.024834186,0.019907144,0.899592572,67180,161100,18.9,3.8,4.7,"ohio_valley"
"294",18065,26.43279609,12.19161069,0.024727992,0.011348847,0.003019418,0.952235931,41087,95200,27.7,8.7,10.4,"ohio_valley"
"295",18067,28.5960334,12.502679,0.061551126,0.020152928,0.008263809,0.895451739,45003,108300,24.2,8.8,10.7,"ohio_valley"
"296",18081,27.98578422,14.04419103,0.010802499,0.024145045,0.018753528,0.935564552,61629,143400,20.3,5,5.4,"ohio_valley"
"297",18083,29.52509399,12.302609,0.029158953,0.011075112,0.005454906,0.945021158,39523,84700,8.7,5,6.4,"ohio_valley"
"298",18085,29.34163741,10.564286,0.006360682,0.05561252,0.008602562,0.920560991,50217,134600,26.2,7.8,7.8,"ohio_valley"
"299",18089,28.45084354,12.99588052,0.236768168,0.143033423,0.012499593,0.596717941,48723,135400,22.7,8.8,9.5,"ohio_valley"
"300",18091,27.80745538,10.738983,0.101980601,0.043143405,0.005227392,0.838125109,46014,119800,30.4,8.3,9.6,"ohio_valley"
"301",18093,27.95885683,11.224771,0.003885202,0.008762974,0.004537462,0.971754296,40380,97400,25.4,7,11.1,"ohio_valley"
"302",18095,29.09055458,12.14619117,0.080239415,0.023971081,0.004217409,0.881310064,43256,96300,24.3,7.5,10,"ohio_valley"
"303",18097,27.96687943,13.87035697,0.245511813,0.076430665,0.020526291,0.640744111,43541,122200,23.9,8.8,9.5,"ohio_valley"
"304",18103,27.55739859,12.502679,0.053700456,0.019712382,0.003191863,0.904454577,39485,86100,30,8.6,11.4,"ohio_valley"
"305",18105,27.35061092,11.224771,0.030813052,0.02562704,0.055773443,0.868462291,38137,146700,2.4,5.3,6.6,"ohio_valley"
"306",18109,28.62299313,13.11640594,0.002016833,0.009715704,0.003199783,0.975720436,55427,141200,23.4,7.9,7.5,"ohio_valley"
"307",18113,28.8708901,10.564286,0.003315459,0.073660843,0.003459609,0.911347518,45818,112600,27.8,8.7,7.8,"ohio_valley"
"308",18119,27.98444008,11.224771,0.002716735,0.007727602,0.002837479,0.977420913,44285,95700,29.9,6.8,7.1,"ohio_valley"
"309",18121,27.35587823,12.62053279,0.028328196,0.010274475,0.001761339,0.952810803,40512,91600,43.8,7.8,6.7,"ohio_valley"
"310",18123,26.71741865,13.002586,0.030075683,0.007699901,0.003356367,0.952155314,45108,93600,23.3,3.4,7.1,"ohio_valley"
"311",18127,27.45892306,12.46181386,0.024730353,0.067688994,0.012345084,0.884497918,60889,164500,16.8,6.9,6.6,"ohio_valley"
"312",18129,26.78895592,13.10365029,0.007940522,0.007131297,0.002478252,0.975318632,57530,120500,16,4.6,6.9,"ohio_valley"
"313",18135,28.7555325,12.787387,0.003133212,0.022741055,0.001920356,0.963159491,40990,80100,25.5,7.8,8,"ohio_valley"
"314",18141,27.77094552,11.40632505,0.111204496,0.05581858,0.018997414,0.796976328,44644,116300,14.4,7.9,9.4,"ohio_valley"
"315",18143,27.34668014,12.469231,0.001578747,0.012412216,0.004355164,0.975338886,39588,96600,24.1,8.1,9.4,"ohio_valley"
"316",18145,28.44010073,13.791525,0.008990503,0.028698163,0.0049418,0.949718675,52292,126400,26.1,8.3,6.4,"ohio_valley"
"317",18147,29.13528537,12.96764512,0.004531437,0.017307571,0.002958021,0.969035182,52105,111600,16.9,5.4,5.2,"ohio_valley"
"318",18157,26.31777524,11.672222,0.033407995,0.058301657,0.068340836,0.825284723,42632,128900,5.2,7.5,7.1,"ohio_valley"
"319",18159,27.77370273,12.502679,0.001144445,0.015531758,0.003515082,0.974004741,51485,113500,23.9,5.9,7.1,"ohio_valley"
"320",18163,27.55540687,12.86433339,0.080696961,0.017280966,0.010514495,0.878754283,42396,111700,15,4.9,6.4,"ohio_valley"
"321",18167,27.28090958,12.34196222,0.06993007,0.02088468,0.016993125,0.877132985,38508,89900,13.7,7.3,7.5,"ohio_valley"
"322",18173,27.60869532,12.95106086,0.011997831,0.011500746,0.014008767,0.953816259,62354,140200,21,4.6,5.5,"ohio_valley"
"323",18177,26.39086413,11.969167,0.048270921,0.019289512,0.007165215,0.908926349,41123,99700,27.2,8.5,11.7,"ohio_valley"
"324",18181,28.21789317,11.672222,0.001659262,0.050848365,0.003265,0.934753519,45891,111000,22.8,7.5,7.6,"ohio_valley"
"325",18183,29.00088553,10.68314511,0.002309929,0.011469991,0.002787845,0.974192521,52129,123500,21.8,7.6,8.1,"ohio_valley"
"326",19011,27.87894476,10.63447738,0.002521873,0.007977355,0.002367473,0.981369017,54726,128900,15.7,3,4.7,"upper_midwest"
"327",19013,27.65155541,10.76128575,0.074828937,0.02792561,0.012456869,0.872770337,44178,118600,9.8,5,6.9,"upper_midwest"
"328",19017,27.4864382,10.75778028,0.008260939,0.007301604,0.00751479,0.972232585,55676,132800,7.3,3,4.9,"upper_midwest"
"329",19031,27.19827845,11.473623,0.00193382,0.011746168,0.003796018,0.976221172,54321,125900,18.1,2.9,3.2,"upper_midwest"
"330",19045,28.36567298,12.27843099,0.022597666,0.018520492,0.004929915,0.943772318,46170,106100,16.1,5.3,5.9,"upper_midwest"
"331",19049,28.13881568,10.03976142,0.011467792,0.049089824,0.023745577,0.907895298,67037,176600,10.2,2.8,3.9,"upper_midwest"
"332",19061,28.18929599,10.26,0.020195796,0.015433958,0.009229563,0.945350905,48573,136800,9.3,2.8,5.4,"upper_midwest"
"333",19085,28.06142249,9.68,0.000882,0.007676696,0.002294185,0.982264184,51303,111400,20.7,3.8,3.9,"upper_midwest"
"334",19101,27.60581682,9.846018,0.012049067,0.020251143,0.097916818,0.857443565,44167,92400,20.8,7.4,3.9,"upper_midwest"
"335",19103,26.88047399,11.45888834,0.038070195,0.040080409,0.052417972,0.854350063,51380,177000,2.8,2.9,3.9,"upper_midwest"
"336",19111,28.05751686,11.809565,0.030823268,0.024586932,0.0049819,0.928174617,42444,78900,19.6,7.7,5.5,"upper_midwest"
"337",19113,27.33502499,10.52360635,0.031905082,0.021000257,0.017354859,0.916808362,53674,136400,11.7,4.1,4.8,"upper_midwest"
"338",19127,26.94108778,8.063095,0.013874242,0.123978381,0.01337991,0.837628526,45232,99600,26.2,6.3,6.3,"upper_midwest"
"339",19129,26.57681783,11.74151366,0.003558719,0.016992883,0.002669039,0.966637011,59481,144200,20.2,2.6,5.6,"upper_midwest"
"340",19139,28.55508842,12.68721444,0.010132675,0.125550173,0.0076945,0.847914886,51025,120300,23.2,8,5.4,"upper_midwest"
"341",19145,27.43101032,9.923932,0.019314341,0.020360534,0.006277161,0.94109126,40778,81900,24.9,4.3,4.2,"upper_midwest"
"342",19149,28.45767062,10.66,0.002215977,0.021078802,0.003837423,0.966382013,56379,119400,21.3,3.2,1.9,"upper_midwest"
"343",19153,27.25051625,10.11454655,0.051469373,0.059411004,0.034023978,0.84180347,56094,149700,13.3,4.6,4.9,"upper_midwest"
"344",19155,27.36550906,11.38648151,0.011997906,0.050354419,0.005815023,0.919198064,48728,126100,19.1,5.1,6.4,"upper_midwest"
"345",19157,26.92657775,8.063095,0.010292742,0.021588023,0.014570245,0.940983826,50998,108900,5.6,3.7,5.1,"upper_midwest"
"346",19163,27.87415378,11.94470934,0.059899886,0.043174124,0.01857081,0.863883585,49964,134600,13.8,4.7,5,"upper_midwest"
"347",19171,26.22850427,8.063095,0.00181447,0.050275951,0.002419294,0.876918424,46288,96500,21,4.8,5.8,"upper_midwest"
"348",19181,29.39578282,10.0789106,0.004121963,0.014383021,0.004531236,0.968982957,62034,150900,5.7,2.9,3.6,"upper_midwest"
"349",19193,27.85377752,10.66,0.021411991,0.104538542,0.022746071,0.822647349,44343,94700,16.5,6,5.1,"upper_midwest"
"350",20011,28.73476754,9.159649,0.028971383,0.012935235,0.003986888,0.933108886,38045,76400,18.7,4.7,4.4,"south"
"351",20079,27.10382127,8.575893,0.014556153,0.085672254,0.007626495,0.875266153,46604,103300,17.8,4.8,4,"south"
"352",20087,28.69123123,9.017949,0.004583015,0.013262968,0.001666551,0.959238942,56886,136200,15.4,2.5,4,"south"
"353",20091,26.87713129,8.468035151,0.040242202,0.059874309,0.040379419,0.843140239,73733,209900,12.4,4.1,3.9,"south"
"354",20103,27.44877767,9.71498578,0.097424667,0.049194114,0.013612474,0.815451997,61107,166700,16.4,4.3,6,"south"
"355",20121,28.71162795,7.564706,0.011944537,0.018585032,0.003090545,0.949966589,60539,165500,16.1,5.4,5.8,"south"
"356",20173,27.5137791,8.672994891,0.085575596,0.101711071,0.040981958,0.743270457,47848,117300,19,7.1,6.7,"south"
"357",20177,28.59073106,9.017949,0.077981206,0.084246017,0.012096021,0.797709382,47464,115300,14.7,5.3,7.2,"south"
"358",20191,28.36475912,8.346721,0.0078011,0.037209563,0.002357167,0.929172747,49582,82400,17,3.1,6.5,"south"
"359",20209,29.05451092,9.84054925,0.244043513,0.221323074,0.023083046,0.488847617,38503,97600,27.5,11.1,11,"south"
"360",21003,27.66022429,11.490598,0.007963369,0.010750547,0.001128144,0.969075586,35247,89500,25.4,8.2,15.1,"ohio_valley"
"361",21005,29.87840366,11.379508,0.021032864,0.009890454,0.004632238,0.956306729,55506,131900,8.4,6.8,7.1,"ohio_valley"
"362",21009,27.4286816,11.490598,0.03848922,0.020684044,0.004067966,0.92821604,38374,96400,21.3,6.4,6.4,"ohio_valley"
"363",21013,28.21914491,12.831667,0.022215297,0.005609474,0.002626658,0.956415279,24724,64500,34.9,6.6,10.5,"ohio_valley"
"364",21015,27.60684345,13.03797452,0.023359771,0.029906608,0.020508729,0.915243101,66549,175900,15.9,5.1,5.8,"ohio_valley"
"365",21017,26.15717501,12.09623122,0.059781176,0.054376483,0.002636436,0.874110203,40849,137700,28.7,7.2,8.5,"ohio_valley"
"366",21019,27.48849094,11.59536078,0.029474441,0.012811625,0.00451873,0.942899689,38802,93200,18.6,5.8,7.8,"ohio_valley"
"367",21029,27.87909813,13.22530354,0.005671997,0.010947854,0.004897724,0.966706281,51526,143000,20.6,6.7,7.6,"ohio_valley"
"368",21037,27.81963199,12.60713011,0.023445566,0.014167718,0.007786509,0.944906505,51482,146300,10.5,6.6,6.4,"ohio_valley"
"369",21043,29.5851343,9.948921929,0.0052319,0.008908371,0.00155543,0.975820136,32424,74500,20.6,4.6,10.1,"ohio_valley"
"370",21047,28.33692786,11.15812,0.19924357,0.049167927,0.01070348,0.717757186,37061,95500,15,13.8,9.2,"ohio_valley"
"371",21049,26.51193817,11.54369266,0.046065189,0.017875496,0.003119953,0.924276905,46575,134500,20.7,9,5.7,"ohio_valley"
"372",21059,26.40832826,12.87423192,0.044407332,0.019616432,0.006338038,0.920767683,42821,106400,15.7,5.9,6.1,"ohio_valley"
"373",21065,29.62994727,10.703478,0.001411806,0.005558987,0.001058855,0.984911321,28324,70300,34.8,10.4,12.1,"ohio_valley"
"374",21067,27.28850322,12.07974846,0.132178239,0.057443067,0.031217567,0.763554488,47469,159200,10.4,5.5,6,"ohio_valley"
"375",21071,30.36625063,10.45042,0.008110671,0.00408804,0.001831442,0.980311999,27907,66700,24.7,9.7,9.9,"ohio_valley"
"376",21073,28.60252756,11.3945065,0.10592957,0.021931642,0.012998446,0.846452615,47976,138900,18.6,6.4,8.1,"ohio_valley"
"377",21079,27.41118116,10.703478,0.021080166,0.018387444,0.002000308,0.952223419,37095,109200,36.4,13,8.3,"ohio_valley"
"378",21083,27.38088972,11.436283,0.041754248,0.043428694,0.003099505,0.902134027,35277,83900,26,8.3,9.9,"ohio_valley"
"379",21089,28.86100779,11.49232205,0.006751793,0.005877208,0.004512856,0.973237712,42377,88400,18,7.2,8.6,"ohio_valley"
"380",21093,27.54361607,11.94255723,0.107376451,0.040984551,0.021183458,0.805598577,47540,131900,12.6,7,5.7,"ohio_valley"
"381",21101,28.5041695,12.8817565,0.074420577,0.014104014,0.004070096,0.898615037,40438,101200,19.7,6.9,6.9,"ohio_valley"
"382",21103,32.62379991,11.379508,0.029328043,0.020098335,0.001725179,0.937030967,43612,123900,26.9,8.5,6.3,"ohio_valley"
"383",21111,27.74489325,13.83285292,0.188227772,0.037652229,0.020662616,0.73861782,45352,145900,18.1,7.8,8.3,"ohio_valley"
"384",21113,28.09234653,11.81359159,0.028637234,0.022393651,0.008408025,0.928545661,47494,150200,14.6,6.4,5.5,"ohio_valley"
"385",21117,28.18025125,12.61155702,0.041219296,0.021457077,0.008541086,0.917127256,53213,145200,16.6,4.7,6.8,"ohio_valley"
"386",21119,31.07175044,10.45042,0.006791569,0.004293521,0.001014832,0.982201405,29451,60200,14.5,8.8,10,"ohio_valley"
"387",21121,29.35827043,12.831667,0.010990841,0.005661948,0.001956703,0.971190674,21493,65000,17.7,9.6,12.6,"ohio_valley"
"388",21123,27.46449845,11.861345,0.031244223,0.019966722,0.001571455,0.936032538,38891,97200,19.9,7.8,6.7,"ohio_valley"
"389",21127,28.54029634,9.860833,0.001477954,0.00336645,0.001477954,0.985795221,28865,65800,21.5,8.1,17.6,"ohio_valley"
"390",21145,27.9071171,11.436283,0.098664936,0.016634224,0.007275015,0.86525492,41630,107500,19.6,7.7,6,"ohio_valley"
"391",21151,28.00533437,10.703478,0.043709464,0.017966373,0.008867919,0.914087235,41894,141100,6,7.4,6,"ohio_valley"
"392",21157,27.89752084,11.436283,0.001726353,0.009233981,0.00248916,0.978721696,43326,96900,19.5,4.6,6.2,"ohio_valley"
"393",21177,28.22012903,11.15812,0.048545263,0.008833779,0.001377745,0.933422482,36750,75700,22.8,8.5,6.4,"ohio_valley"
"394",21179,27.99463265,12.67217416,0.048239612,0.014369246,0.004603135,0.923954964,44783,116800,15.4,5.7,6.9,"ohio_valley"
"395",21183,28.50406706,12.884167,0.007817735,0.02719455,0.001786911,0.955383069,36050,78000,19,4.6,12,"ohio_valley"
"396",21185,25.37337013,13.12603535,0.049126838,0.029526654,0.010753676,0.899057904,79417,234400,25.6,6.5,3.5,"ohio_valley"
"397",21191,30.83135749,11.768333,0.002857908,0.0074127,0.000982,0.98035188,44670,101200,15.2,6.1,9.9,"ohio_valley"
"398",21195,28.43010073,10.45042,0.00529924,0.005397738,0.004314251,0.979118238,32563,64700,20.2,7.2,7.1,"ohio_valley"
"399",21205,29.58494649,9.860833,0.0149699,0.011400565,0.006605935,0.958819456,31604,90400,8.7,3.9,8.6,"ohio_valley"
"400",21209,27.95379519,11.80887562,0.051470801,0.034429793,0.00820171,0.894710911,58028,158700,11.1,7.2,5.5,"ohio_valley"
"401",21211,28.23174256,11.379508,0.072365717,0.074167747,0.005248016,0.835920458,55296,169500,26.7,5,6.2,"ohio_valley"
"402",21215,29.12519969,13.225833,0.015463511,0.010887574,0.004102564,0.960631164,59326,167300,18.5,8.6,10,"ohio_valley"
"403",21227,27.52905852,11.490598,0.087812927,0.035798817,0.024852071,0.838211197,43954,135400,7.8,6.5,7.8,"ohio_valley"
"404",21235,28.79770791,12.831667,0.006524624,0.007003834,0.003317605,0.971689767,28122,64400,16.5,4,13.1,"ohio_valley"
"405",21239,27.71123882,11.85603958,0.050274609,0.053601605,0.003749472,0.884347275,56537,180800,13.7,6.7,4.3,"ohio_valley"
"406",22001,28.95065477,9.4338701,0.167423736,0.015987531,0.002248942,0.805477622,37261,86700,34.3,5.9,5.4,"south"
"407",22005,27.48095789,10.40532281,0.210868428,0.042388177,0.009207429,0.727347633,63716,164200,24.9,5.6,4.1,"south"
"408",22007,27.69852954,9.475865623,0.284857062,0.020549108,0.002434192,0.682026606,45235,86500,33.4,7.4,6.3,"south"
"409",22009,27.00932472,9.205882,0.28254168,0.012802768,0.003365838,0.680591381,31412,82100,41.7,9.2,8.3,"south"
"410",22015,27.30061473,11.027869,0.194283743,0.051814365,0.017125769,0.718477198,51020,130400,21.8,7.1,5.7,"south"
"411",22017,27.96067917,10.90502995,0.440236071,0.021781972,0.010488001,0.5131477,37181,113300,26.7,7.4,8.9,"south"
"412",22019,27.93206565,9.521857426,0.230571246,0.022816439,0.011053452,0.717479618,43758,109400,19.4,6.1,8,"south"
"413",22029,28.67300487,10.418182,0.389312977,0.010135352,0.002052729,0.590031432,30062,72700,35.4,15.9,18,"south"
"414",22033,27.88026619,10.50825985,0.413695447,0.036156859,0.028623561,0.509678876,NA,156100,14.3,6,6.9,"south"
"415",22037,29.51740375,10.05285454,0.435272162,0.009642302,0.002674961,0.54059098,35335,101500,20.2,10.4,15,"south"
"416",22047,31.63244372,8.922586731,0.466602279,0.019934325,0.002781534,0.503109909,NA,88700,31.5,6.1,4.7,"south"
"417",22051,28.76699029,9.6107034,0.234754069,0.120016112,0.038116692,0.592245379,48175,175100,22.7,6.3,6.4,"south"
"418",22053,26.9114105,9.597561,0.163304018,0.015735472,0.002026211,0.80526815,42907,83700,26.4,7.8,6.2,"south"
"419",22055,27.7555284,9.608776469,0.233912082,0.037008039,0.015049458,0.699692197,47559,151600,15.8,5.5,3.9,"south"
"420",22057,28.05763954,8.799167,0.120258217,0.034451908,0.007253758,0.804657821,47492,115500,22.4,3.4,4.1,"south"
"421",22063,28.1581769,9.658740862,0.047078623,0.025718478,0.004692759,0.911085699,54708,142400,23.9,4.9,4.1,"south"
"422",22067,30.31467925,10.45970129,0.433075353,0.007691942,0.003418641,0.547362423,NA,71200,23,6.8,13.7,"south"
"423",22071,28.07404243,9.868544684,0.557443443,0.054247009,0.02983955,0.341637905,37468,184100,17.2,10.9,11.3,"south"
"424",22073,28.35179878,9.559504,0.33385974,0.016612703,0.009651777,0.630021086,NA,112400,20.1,5.6,7.6,"south"
"425",22077,24.93844647,9.30339,0.34183644,0.018064293,0.002019969,0.628845155,41177,108600,36.5,5.7,5.7,"south"
"426",22079,27.2609847,9.205882,0.296099345,0.023217451,0.011967336,0.649535344,40658,110500,23.4,6.2,5.8,"south"
"427",22083,29.53942095,9.559504,0.334391192,0.014378238,0.002849741,0.640867876,37682,70000,30.9,13.1,13.8,"south"
"428",22087,26.88509813,10.085965,0.156062874,0.089745509,0.019348802,0.712462575,39200,132400,16.9,12.6,6.7,"south"
"429",22089,29.21240814,9.442915209,0.251114798,0.046510422,0.007622109,0.683552836,60961,170200,18.8,6.1,5.9,"south"
"430",22093,30.93657076,9.828087053,0.48631181,0.010060362,0.001158466,0.496250229,NA,116600,22,5.2,6.6,"south"
"431",22095,27.47869934,9.25779,0.503396092,0.045042898,0.006702812,0.434640133,NA,146700,27.8,7.3,8,"south"
"432",22097,27.94125649,9.389195287,0.388936479,0.013722325,0.00360767,0.580142989,NA,82100,31.3,5.2,6.8,"south"
"433",22099,30.00271106,8.724793,0.284456485,0.01914611,0.007111412,0.676808461,41302,84300,18.9,4.9,7.6,"south"
"434",22103,27.73303909,8.991228,0.103425036,0.043507062,0.012171379,0.823656137,60866,201800,22,4.9,5.7,"south"
"435",22105,27.66804641,8.991228,0.272163834,0.032411747,0.00627502,0.677227963,38957,133400,23.6,9.4,8.9,"south"
"436",22109,29.78605095,8.799167,0.173332366,0.037274738,0.010454815,0.717466188,48437,118100,29.4,5,5.3,"south"
"437",22121,27.62819229,10.48866499,0.36000224,0.022003247,0.003303286,0.604949331,NA,126500,20.9,5.9,8,"south"
"438",24003,27.87950573,10.45209556,0.145370157,0.053124735,0.034297556,0.747808384,83456,370100,14.4,4.8,NA,"northeast"
"439",24005,27.99903083,10.36023474,0.239511427,0.036264144,0.048293831,0.658713724,63959,269900,11.3,4.9,5.9,"northeast"
"440",24009,28.95359844,9.475893,0.135041065,0.022272769,0.014395628,0.810658566,90838,392900,11.7,4.2,NA,"northeast"
"441",24011,27.25637495,9.61666622,0.133581456,0.04551155,0.005501841,0.803147377,58799,228100,23.9,5.1,5.6,"northeast"
"442",24013,27.37688261,10.29413164,0.031486056,0.022208631,0.013638133,0.922738429,81621,350900,7.9,2.7,NA,"northeast"
"443",24015,28.99584514,9.823821503,0.056103389,0.027193642,0.010983063,0.891911871,64886,261200,21.6,5.5,6.5,"northeast"
"444",24017,28.39122464,10.55467065,0.381992625,0.037049421,0.029962756,0.522360612,NA,355800,NA,3.6,NA,"northeast"
"445",24021,27.15152189,10.489655,0.079017558,0.06319225,0.036417137,0.805352728,81686,349500,13.2,4,NA,"northeast"
"446",24025,28.11871966,10.15300826,0.113862138,0.029482258,0.023159596,0.818025551,77010,298800,9.8,4.3,5.3,"northeast"
"447",24027,26.90920061,9.935377752,0.164390526,0.051543868,0.140932394,0.620395347,103273,456200,NA,4.4,NA,"northeast"
"448",24029,28.06130848,10.23130459,0.143852484,0.038681002,0.008228722,0.799267223,50141,281100,7.8,2.7,5.5,"northeast"
"449",24031,26.01179572,9.445546992,0.160610202,0.157195356,0.141693769,0.517413549,93373,482900,NA,5,NA,"northeast"
"450",24033,28.57258524,10.51758298,0.626104125,0.13484662,0.043872952,0.173380528,NA,327600,15.4,6.5,NA,"northeast"
"451",24043,27.91140594,10.7696596,0.092432095,0.027707631,0.012828748,0.853305294,52994,238000,20.8,5.2,7.3,"northeast"
"452",24045,28.09249801,9.895455,0.220151883,0.038897153,0.023878494,0.700801169,50752,195100,12.4,7.2,7,"northeast"
"453",24510,28.79278194,10.91277168,0.603482553,0.039121791,0.026370483,0.312906621,NA,160400,19.2,9.1,11.6,"northeast"
"454",25003,26.92840638,8.926891,0.02212226,0.028164212,0.012131256,0.923263412,48907,207800,14.6,5.6,8.2,"northeast"
"455",25005,27.47113782,7.958392081,0.026115583,0.047429299,0.017183405,0.879234801,54955,306600,15.7,6.6,9.7,"northeast"
"456",25009,26.92663512,7.611672441,0.024562663,0.140725305,0.028998196,0.792624372,64153,372400,NA,5.5,NA,"northeast"
"457",25013,27.74288605,8.861819697,0.073242743,0.169680859,0.0182011,0.725354562,47724,200500,19.5,7.1,10.1,"northeast"
"458",25015,26.81500257,8.358553376,0.022686081,0.0395312,0.046552538,0.872443152,59505,262200,3.4,5.2,7.3,"northeast"
"459",25017,26.56480604,7.958395389,0.041747065,0.057590352,0.090525821,0.783153201,77377,420800,NA,5.1,NA,"northeast"
"460",25021,26.47240392,9.025746113,0.051469199,0.02910059,0.084737757,0.816777131,81027,408100,NA,4.7,NA,"northeast"
"461",25023,27.04324489,7.848361,0.063181193,0.02662714,0.011636889,0.857336913,73131,360700,15.1,6.2,NA,"northeast"
"462",25025,26.86783821,8.581207136,0.180074461,0.170142409,0.085494202,0.528062201,50597,384500,NA,7.9,NA,"northeast"
"463",25027,27.7666095,8.417669443,0.033959246,0.078650987,0.036942948,0.833261085,64152,282800,11.5,5.8,7.8,"northeast"
"464",26005,28.83713725,8.783731275,0.010342646,0.050630293,0.005159155,0.920142607,50240,149400,17.8,5.4,8.6,"upper_midwest"
"465",26017,29.21887771,8.147934,0.013016142,0.035922643,0.00508238,0.931769647,44659,107800,15.1,6.9,10.2,"upper_midwest"
"466",26021,28.35050968,9.846687126,0.135008032,0.036199133,0.015664927,0.795531917,42625,135600,20.5,9.6,10.2,"upper_midwest"
"467",26027,25.67852153,11.63730582,0.052029474,0.02153116,0.006144623,0.895441489,45177,133700,26.3,8.2,10,"upper_midwest"
"468",26037,28.52606335,8.859821,0.020362868,0.031953497,0.015501145,0.917755857,58016,167700,11.6,5.3,7.6,"upper_midwest"
"469",26045,29.01132274,8.859821,0.059123134,0.037649108,0.015703259,0.870647729,54885,152700,13,5.8,8.5,"upper_midwest"
"470",26049,28.99726374,8.844262,0.19034745,0.024472841,0.009169484,0.756402505,43483,118000,20.5,11.5,14.7,"upper_midwest"
"471",26065,29.62315287,8.859821,0.102601936,0.05879548,0.052646022,0.761016842,45808,137900,6.4,6.5,9.6,"upper_midwest"
"472",26077,27.32629595,9.304274,0.094299527,0.031870944,0.020661307,0.831658954,44794,145900,8.7,9.1,10.4,"upper_midwest"
"473",26081,27.79958857,9.590785633,0.084926927,0.076029049,0.022263818,0.799555894,49532,147600,16,7.8,8.9,"upper_midwest"
"474",26091,27.88400041,8.917949,0.025571883,0.061200563,0.004546402,0.895107081,48618,140400,21.3,9.6,11.6,"upper_midwest"
"475",26099,27.89417961,9.076893467,0.075399762,0.018329335,0.028007656,0.862753216,53996,157000,14.4,9.9,11.5,"upper_midwest"
"476",26101,27.04427632,6.60678,0.034970275,0.018684118,0.002198132,0.913573463,40853,124000,23.7,9.8,10,"upper_midwest"
"477",26105,28.97302116,6.60678,0.004673937,0.027643,0.003650122,0.946361006,40039,121600,23.8,6.3,11.5,"upper_midwest"
"478",26113,27.61710295,5.945946,0.001777304,0.015640274,0.002488225,0.968541722,40376,112300,12.1,9.5,12.6,"upper_midwest"
"479",26115,28.94346263,9.891185245,0.018527188,0.024283881,0.005271189,0.939788806,55366,161800,13.8,8.3,10.1,"upper_midwest"
"480",26121,28.87749265,8.259167,0.132997427,0.036228468,0.005092696,0.804931956,40670,112800,21.5,13,15.7,"upper_midwest"
"481",26125,27.21209504,9.09179901,0.130369016,0.028423582,0.053096037,0.772169079,66390,204300,12.7,8,8.7,"upper_midwest"
"482",26139,27.33674314,9.117057085,0.01269327,0.068715909,0.023125743,0.883438256,55095,161200,10.1,6.8,6.8,"upper_midwest"
"483",26143,32.05958598,5.945946,0.002533743,0.009063002,0.002290114,0.971982654,33542,107400,29.5,13.2,19.8,"upper_midwest"
"484",26145,30.45845597,8.147934,0.172166858,0.062760879,0.010167745,0.741827977,42954,110000,19.9,9.9,13.3,"upper_midwest"
"485",26147,28.60246252,8.942631567,0.022093276,0.022141497,0.004355968,0.937987736,49120,150300,15.1,10.5,14.2,"upper_midwest"
