ent,Date,pm25,bc,Sodium,Al,Si,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Br,Ba,Pb
2571,1/14/05,2.8,0.29820278,0.1375,0.0242,0.0294,0.3745,0,0.0143,0.02,0.0014,0.0014,8.00E-04,0.0011,0.0308,0.0029,0.004,0.0048,0,4.00E-04,0,8.00E-04,0.0068
2572,1/15/05,8.2,0.25936389,0.1899,0.0396,0.0883,0.7616,9.00E-04,0.0476,0.0342,0.0037,0.0041,6.00E-04,0.0021,0.0881,0.0045,0.0025,0.0099,0.0012,2.00E-04,0,0.0173,0.005
2573,1/16/05,7,0.37158854,0.1966,0.0429,0.0429,0.7163,0.0011,0.0458,0.022,0.0026,0.0058,4.00E-04,0,0.032,0.0095,0.0034,0.0077,0,0,0.0014,0.023,0.0106
2574,1/17/05,6.5,0.26243437,0.2604,0.0208,0.0302,0.7089,0.0029,0.0361,0.0229,0.0011,0.0016,0,0,0.0228,0.0023,0.0017,0.0099,9.00E-04,0,0,0,0.0059
2575,1/18/05,8.5,0.23859201,0.612,0.0334,0.0626,0.7708,0.0789,0.0433,0.0356,0.0021,0.005,2.00E-04,3.00E-04,0.0378,0.0062,0,0.0174,0.0011,0,0.0022,0.0034,0.0134
2576,1/19/05,15.7,0.76093229,0.3531,0.0384,0.0552,1.1049,0.0059,0.0569,0.0304,0.0023,0.0078,6.00E-04,0,0.0636,0.0058,0.0039,0.0164,0,0,0.003,0.0191,0.0093
2577,1/20/05,9.4,0.7022625,0.3318,0.0456,0.0265,0.8252,0.0041,0.0436,0.0268,0.0016,0.0038,6.00E-04,0,0.0335,0.0019,0.0065,0.0162,0.0011,0,0,0,0.0041
2578,1/21/05,6.6,0.35891632,0.4048,0.0469,0.0701,0.7631,0.0356,0.0401,0.0307,0.0039,0.0044,5.00E-04,0,0.0476,0.0061,7.00E-04,0.0087,0,0,0,0,0.0061
2579,1/22/05,12.4,0.86482431,0.3656,0.046,0.0812,1.0844,0.0066,0.0436,0.0438,0.0046,0.012,1.00E-04,0,0.0582,0.0127,0,0.0103,0.001,0,2.00E-04,0,0.0098
2580,1/23/05,4.4,0.29253174,0.1138,0.0313,0.0408,0.4655,0.0012,0.0265,0.0118,0.0014,0.0023,3.00E-04,0,0.0139,0.0016,0.0029,0.0083,3.00E-04,0,0,0,0.0085
2581,1/24/05,9.8,0.58098993,0.194,0.0334,0.0337,1.0153,0.0015,0.0395,0.0169,0.0011,0.0039,5.00E-04,0,0.0235,0.0044,6.00E-04,0.0089,0,0.0017,0,0.0017,0.0047
2582,1/25/05,5.7,0.61588194,0.1331,0.0214,0.03,0.5651,0.0022,0.0238,0.0241,0.002,0.0037,3.00E-04,0,0.0283,0.0023,0.0027,0.0097,0.0013,0,0.0028,0,0.0061
2583,1/26/05,8.3,0.84691667,0.1283,0.0383,0.0167,0.6729,0.002,0.0352,0.0253,0.0025,0.0051,1.00E-04,5.00E-04,0.0255,0.0047,0,0.0122,0,0,0.0013,0.0015,0.0041
2584,1/27/05,6.4,0.39650139,0.1923,0.0205,0.0167,0.4877,0.0045,0.0348,0.0146,0.0018,0.004,2.00E-04,0,0.0283,0.0026,0.0015,0.0077,0,7.00E-04,0.0014,0.0157,0.0077
2585,1/28/05,10.8,0.49369028,0.1928,0.0251,0.0288,0.9043,0.0059,0.0461,0.0205,0.0014,0.0072,0,0,0.0446,0.0063,0.003,0.0109,0,0,0.0012,0.0229,0.0034
2586,1/29/05,13,0.92510521,0.3076,0.0497,0.0572,0.8661,0.0062,0.0675,0.0299,0.0038,0.0074,0,0,0.0635,0.0105,0.0042,0.0153,2.00E-04,0,2.00E-04,0.0103,0.0088
2587,1/30/05,10.3,0.56265972,0.1666,0.0466,0.0263,0.836,0.0046,0.0554,0.0288,0.0023,0.0083,8.00E-04,1.00E-04,0.047,0.0104,0.0046,0.0126,0,0,0.0015,0.0067,0.0058
2588,1/31/05,17.1,0.70638368,0.3617,0.0661,0.0494,1.6077,0.0109,0.0507,0.0447,0.0036,0.0107,0,0,0.1052,0.0117,0.0031,0.0226,4.00E-04,0,0,0,0.0014
2589,2/1/05,24.3,1.46200694,0.2722,0.0436,0.0671,1.8063,0.0135,0.0731,0.0642,0.0059,0.0176,6.00E-04,7.00E-04,0.1465,0.0206,0.005,0.0289,0.0025,0,0.0011,0.0151,0.0114
2590,2/2/05,16.7,1.5055625,0.2571,0.0598,0.0579,1.087,0.0074,0.0823,0.0578,0.0039,0.0139,0,0.0021,0.0869,0.0159,0.0038,0.0227,0,0,0.0013,0.0167,0.0091
2591,2/3/05,10.1,0.85785243,0.3149,0.0345,0.0307,0.8994,0.006,0.0406,0.0389,0.0024,0.008,0,0,0.0511,0.0059,0.0032,0.0148,0,0,4.00E-04,0.0012,0.0022
2592,2/4/05,13.2,0.69057812,0.3111,0.0388,0.0355,1.2249,0.0044,0.066,0.0335,0.0025,0.0135,6.00E-04,0,0.0518,0.0185,0.0047,0.0186,0.0014,0,0.002,0,0.006
2593,2/5/05,12.8,0.75049653,0.4285,0.0385,0.0491,1.2222,0.0068,0.0787,0.04,0.0044,0.009,4.00E-04,2.00E-04,0.0994,0.0084,0.0045,0.016,0,0,0,0.0038,0.004
2594,2/6/05,,0.57873785,,,,,,,,,,,,,,,,,,,,
2595,2/7/05,12.1,1.15001389,0.3641,0.1304,0.1966,0.8883,0.0116,0.0587,0.0604,0.0079,0.0092,4.00E-04,0.0022,0.2159,0.0127,0.0092,0.0214,3.00E-04,0.0015,0,0.0138,0.0047
2596,2/8/05,,1.12982465,,,,,,,,,,,,,,,,,,,,
2597,2/9/05,17.3,1.33782847,0.1581,0.0369,0.0697,1.4656,0.0062,0.0552,0.038,0.0052,0.0061,0.001,0,0.1049,0.0047,0.0039,0.0179,4.00E-04,0,0.0022,0.01,0.01
2598,2/10/05,,0.76258542,,,,,,,,,,,,,,,,,,,,
2599,2/11/05,,0.38328264,,,,,,,,,,,,,,,,,,,,
2600,2/12/05,10.8,0.35419861,0.0548,0.0334,0.0367,1.1082,0.004,0.0408,0.0173,0.0027,0.0035,6.00E-04,0,0.0398,0.004,0.0066,0.0084,0,0,8.00E-04,0.0011,0.0069
2601,2/13/05,8.5,0.31780312,0.1713,0.0445,0.0618,0.8796,0.0032,0.041,0.0271,0.0039,0.0083,0,0.0021,0.1079,0.0092,0.0021,0.0086,0,9.00E-04,0,1.00E-04,0.0027
2602,2/14/05,5.8,0.52328854,0.2836,0.0377,0.0459,0.6881,0.0027,0.0289,0.0211,0.0021,0.0029,3.00E-04,0,0.0525,0.0027,0.0028,0.0073,0,0,0,0.0244,0.0077
2603,2/15/05,10.1,0.51900625,0.1484,0.0501,0.0817,1.0993,0.0048,0.0332,0.0311,0.0045,0.0063,0.0027,0.005,0.1133,0.0075,0.0094,0.044,0,0,0,0.0114,0.006
2604,2/16/05,6.7,0.57457049,0.2192,0.05,0.0531,0.9808,0.0011,0.0237,0.0224,0.0019,0.0032,2.00E-04,0,0.0431,0.0023,0.0023,0.0059,0,0,0.0022,0,0.0027
2605,2/17/05,5.8,0.3043,0.0605,0.0438,0.1098,0.5637,9.00E-04,0.033,0.0275,0.0043,0.0022,9.00E-04,2.00E-04,0.0488,0.0014,0.0063,0.0074,0,0,0,0,0.0048
2606,2/18/05,4.7,0.42602882,0.1895,0.044,0.0605,0.5815,0.0013,0.0293,0.0234,0.0028,0.0014,9.00E-04,0,0.0298,8.00E-04,0.0048,0.0047,3.00E-04,0,0,0.0041,0.0012
2607,2/19/05,5.9,0.2497625,0.2466,0.054,0.0851,0.5876,7.00E-04,0.0426,0.0267,0.0018,0.0021,2.00E-04,0,0.046,0.0039,0,0.007,9.00E-04,0,0,0,0.0069
2608,2/20/05,3.7,0.20169479,0.1789,0.0347,0.0331,0.3386,0.0019,0.0227,0.0199,0.0018,0.0047,0,0,0.0325,0.0041,0.0045,0.0031,0,0,0,0.0094,0.0023
2609,2/21/05,5.4,0.48431424,0.3144,0.0362,0.0293,0.5852,0.0029,0.0257,0.0248,0.0021,0.0085,0,0,0.0201,0.0088,0.0038,0.0072,0,0,0,0,0.0014
2610,2/22/05,10.4,0.66925521,0.4004,0.0281,0.0177,1.4921,0.0027,0.0411,0.0307,0.0025,0.0087,0,0,0.0447,0.0061,7.00E-04,0.0139,0.0014,0,0.0032,0,0.0048
2611,2/23/05,5.5,0.43952049,0.1948,0.0437,0.0564,0.6728,0.0029,0.0268,0.0227,0.0018,0.0039,7.00E-04,0,0.0381,0.0026,0.004,0.006,0,0,0,2.00E-04,0.0021
2612,2/24/05,5.9,0.33354896,0.1709,0.0587,0.0678,0.6211,0.001,0.0284,0.0254,0.0016,0.0063,0,0,0.0417,0.0073,0.0053,0.0092,0.0016,0,1.00E-04,0.0078,0.0049
2613,2/25/05,9,0.44989201,0.1968,0.0411,0.0474,0.9484,0.0027,0.0474,0.0244,0.0021,0.0048,6.00E-04,0,0.0503,0.0055,0.0029,0.0069,0,0,0.0025,0,0.0085
2614,2/26/05,11.7,0.61499653,0.143,0.0526,0.0492,1.2662,0.0019,0.0522,0.0222,0.0036,0.0026,5.00E-04,0,0.0398,0.0018,5.00E-04,0.0122,7.00E-04,0,0,0.0137,0.0051
2615,2/27/05,7.9,0.25702118,0.2124,0.0525,0.0983,0.7731,0.0046,0.0483,0.0457,0.0035,0.0044,9.00E-04,0,0.0608,0.0054,9.00E-04,0.0095,0.0017,0,0.0033,0.0162,0.0095
2616,2/28/05,5.1,0.69403472,0.3119,0.0598,0.0811,0.4794,0.0034,0.0233,0.0401,0.0035,0.0058,0,0,0.0559,0.0112,0.0014,0.007,2.00E-04,0,0,0.0096,0.0039
2617,3/1/05,6.9,0.48713194,0.233,0.04,0.0309,0.9691,3.00E-04,0.0298,0.0137,0.0016,0.0035,0,5.00E-04,0.0244,0.0032,0.0015,0.0083,0,0,0,0.0044,0.0031
2618,3/2/05,3.9,0.44630312,0.078,0.0223,0.0346,0.5015,0.0025,0.017,0.0159,0.0013,0.0013,0,0,0.0212,0,0.0046,0.0045,0,0,0,0,0.0047
2619,3/3/05,4.5,0.32746667,0.1563,0.0453,0.0639,0.4826,0.0043,0.0221,0.0213,0.002,0.0019,7.00E-04,0,0.0357,0.0037,0.002,0.0075,0.0011,0,1.00E-04,0.0057,0.0058
2620,3/4/05,6.7,0.38044444,0.1272,0.0377,0.037,0.7739,0.0014,0.0253,0.0178,0.0011,0.003,0,0,0.0392,0.0023,0,0.0061,0,0,0,0.005,0.0038
2621,3/5/05,6.8,0.33263576,0.1941,0.0408,0.075,0.8392,0.0024,0.0435,0.0232,0.0015,0.0027,0,0,0.0492,0.0028,0.0028,0.0066,0,0,0.0026,0,0.0035
2622,3/6/05,10.7,0.37936875,0.1516,0.035,0.0573,1.3282,0.0025,0.0376,0.0165,0.0018,0.0029,1.00E-04,0,0.0405,0.0038,0.0019,0.0088,6.00E-04,0,6.00E-04,0.0055,0.0064
2623,3/7/05,16.3,0.40148264,0.8282,0.0446,0.0654,1.9952,0.0033,0.0948,0.0384,0.0032,0.0037,0,0,0.0454,0.0019,0.0051,0.0109,0.0016,0.0013,0.0017,0,0.0077
2624,3/8/05,,0.74698403,,,,,,,,,,,,,,,,,,,,
2625,3/9/05,,0.28549792,,,,,,,,,,,,,,,,,,,,
2626,3/10/05,,0.45575243,,,,,,,,,,,,,,,,,,,,
2627,3/11/05,,0.67428646,,,,,,,,,,,,,,,,,,,,
2628,3/12/05,7.2,0.86434549,0.3229,0.039,0.0176,0.9286,0.0042,0.0228,0.0306,0.0016,0.0081,5.00E-04,0.0014,0.0249,0.0063,0.0018,0.009,0,0,1.00E-04,0,0.0032
2629,3/13/05,12.2,0.46838021,0.2619,0.0175,0.025,2.0495,0.0032,0.0359,0.0162,0.002,0.0018,3.00E-04,0.0019,0.0358,0.0016,7.00E-04,0.0077,0,0,4.00E-04,0.003,0.0065
2630,3/14/05,8.5,0.38833229,0.1888,0.0546,0.057,1.3375,0.0048,0.032,0.0215,0.0023,0.0017,0,0,0.0341,5.00E-04,0,0.0148,0,0,0.0011,0.0128,0.0032
2631,3/15/05,6.7,0.34600312,0.1882,0.0395,0.0686,0.8539,0.0024,0.0296,0.0255,0.0024,0.0014,1.00E-04,0,0.0433,0.0029,0.0037,0.0038,0.0026,0,0,0.0127,0.0021
2632,3/16/05,8.7,0.38220417,0.1702,0.0504,0.0787,1.1148,0.0033,0.0347,0.0358,0.0021,0.0021,0,0,0.06,0.0014,0.0016,0.0075,0,0,0.0017,0.0053,0.0066
2633,3/17/05,10.7,0.42134826,0.2274,0.0659,0.1356,0.9023,0.0055,0.0484,0.0362,0.0072,0.0054,0,0,0.0985,0.0054,0.0054,0.0152,0,0,0.0023,0.0036,0.0035
2634,3/18/05,6.5,0.8191684,0.2085,0.0556,0.0864,0.8064,0.0012,0.0361,0.0249,0.004,0.0015,4.00E-04,0,0.0567,3.00E-04,0.0028,0.0063,0,0,0,0.0107,0.005
2635,3/19/05,5.9,0.30277222,0.1803,0.0428,0.0709,0.5293,0.0015,0.0305,0.02,0.0029,0.0012,6.00E-04,0,0.0492,0.0024,0.0037,0.0055,0,0,0.0012,0.0021,0.0065
2636,3/20/05,16.1,0.46774097,0.237,0.0454,0.0941,1.8502,0.0018,0.0528,0.0333,0.0019,0.0036,0,0,0.0581,0.0041,0.0033,0.0225,5.00E-04,0,5.00E-04,0.0024,0.0083
2637,3/21/05,7.2,0.59981181,0.1872,0.0696,0.1363,0.6213,0.0025,0.045,0.0422,0.0051,0.0043,0.0014,0.0021,0.0922,0.0037,0.0061,0.0122,0.001,0,0,0.0231,0.0079
2638,3/22/05,6,0.45911285,0.1471,0.0714,0.1077,0.5852,0.0022,0.0334,0.0428,0.0036,0.0026,0,0,0.0769,0.0025,8.00E-04,0.0041,0,0,0,0.0032,0.0037
2639,3/23/05,4.7,0.37110694,0.1281,0.0396,0.0729,0.5544,0.0025,0.0213,0.0396,0.0016,0.003,9.00E-04,2.00E-04,0.0494,0.0047,0.0026,0.0032,0,0,0,0.0035,0.0051
2640,3/24/05,8.9,0.58843403,0.2395,0.0325,0.0552,1.0903,0.0024,0.0371,0.0276,0.004,0.0031,7.00E-04,0,0.0663,0.0035,0.0054,0.0098,0,5.00E-04,0,0,0.0068
2641,3/25/05,8.3,0.45982812,0.2188,0.0844,0.1116,1.3508,0.0033,0.0518,0.0487,0.0054,0.0018,8.00E-04,0.0011,0.0595,0.0034,0.0012,0.0134,0,0,0.0013,0.0241,0.0051
2642,3/26/05,6.9,0.30756042,0.2564,0.0628,0.094,0.9514,0.0019,0.0518,0.0336,0.0023,0.0049,0,0,0.0522,0.0035,0.0049,0.0083,0.0021,0,0.0012,0,0.0073
2643,3/27/05,8.1,0.35139722,0.2624,0.0522,0.0915,1.0005,0.0027,0.0465,0.0337,0.004,0.0041,6.00E-04,0,0.0525,0.0043,0.0026,0.0062,0,0,0.0014,0,0.0041
2644,3/28/05,5,0.65116319,0.1801,0.0288,0.0414,0.6845,0.0012,0.0114,0.0408,0.0024,0.0075,0,7.00E-04,0.0366,0.0091,0.0018,0.0057,0.0012,0,3.00E-04,0.0054,0.0036
2645,3/29/05,5.6,0.40448958,0.1522,0.0409,0.0592,0.7624,8.00E-04,0.0339,0.043,0.0023,0.0045,1.00E-04,0.0021,0.0575,0.0069,0,0.0076,4.00E-04,0,0,0.0102,0.0033
2646,3/30/05,8.2,0.57386979,0.3282,0.0594,0.133,0.8247,0.0024,0.0406,0.0633,0.0053,0.0054,8.00E-04,3.00E-04,0.1272,0.0035,0.0019,0.0087,0,0,0.0024,0,0.0071
2647,3/31/05,8.4,0.74174132,0.2913,0.0528,0.1084,0.993,0.0018,0.0402,0.0438,0.0039,0.0052,9.00E-04,0,0.0872,0.0031,0.0012,0.0085,0.001,0,0.0019,0.0119,0.0055
2648,4/1/05,5.9,0.6529809,0.337,0.0589,0.0851,0.6569,0.0026,0.0319,0.0343,0.002,0.0029,9.00E-04,0,0.0628,0.0015,0.0041,0.0036,0,0,0,0.0101,0.0081
2649,4/2/05,4.8,0.46778125,0.4323,0.0149,0.0196,0.6563,8.00E-04,0.0176,0.0274,0.0014,0.003,5.00E-04,0,0.029,0.0027,0.0018,0.0011,3.00E-04,0,0,0,0
2650,4/3/05,5.9,0.15499783,0.3232,0.0219,0.0271,0.6802,0.0013,0.0191,0.0322,0.0019,0.0016,3.00E-04,0,0.0206,6.00E-04,0.002,0.0046,0.0012,0,0,0.014,0.0038
2651,4/4/05,3,0.3022566,0.1072,0.0201,0.0324,0.3326,3.00E-04,0.0109,0.0256,5.00E-04,9.00E-04,4.00E-04,0,0.0589,4.00E-04,0.0023,0.0035,0,0,0,0.0123,0.0058
2652,4/5/05,4.8,0.35226806,0.1492,0.0661,0.1193,0.5144,0.0019,0.0355,0.0314,0.0036,0.0031,0.0015,0,0.0759,0.0022,3.00E-04,0.0102,0,0,0,0.0165,0.0047
2653,4/6/05,12.1,0.94541667,0.3879,0.1062,0.1687,1.2154,0.003,0.0548,0.0622,0.0063,0.0058,6.00E-04,0.0021,0.1403,0.0027,0.0023,0.0107,0.0017,0,0,0.0021,0.0108
2654,4/7/05,11.8,1.35508681,0.4219,0.0657,0.1196,1.5918,0.0054,0.0558,0.0652,0.0056,0.0062,0.001,2.00E-04,0.0979,0.0026,0.0042,0.015,0,0,5.00E-04,0,0.0059
2655,4/8/05,5.1,0.49748229,0.0664,0.0622,0.0954,0.7028,0.0016,0.035,0.0325,0.0053,0.0024,5.00E-04,0,0.0903,0.0022,0.004,0.0106,0,0,8.00E-04,0,0.0066
2656,4/9/05,7.7,0.39595347,0.1921,0.0592,0.0776,0.9439,0.0016,0.0425,0.0238,0.0033,0.0045,0,0,0.0649,0.0047,0.0034,0.0088,0.0026,0,0.0015,0,0.0054
2657,4/10/05,4.8,0.38047118,0.1128,0.0411,0.0629,0.5343,0.0045,0.0336,0.0265,0.002,0.0021,0.0039,0,0.0377,1.00E-04,0,0.0055,0,0,0.0018,0.0043,0.0051
2658,4/11/05,,0.30028368,,,,,,,,,,,,,,,,,,,,
2659,4/12/05,,0.27598924,,,,,,,,,,,,,,,,,,,,
2660,4/13/05,5.5,0.52740035,0.1384,0.0612,0.0903,0.5404,2.00E-04,0.0299,0.0315,0.0057,0.0025,6.00E-04,0.0018,0.0838,0.0032,0.0017,0.0089,0,0,0,0,0.0066
2661,4/14/05,5,0.51589757,0.307,0.0437,0.0641,0.5165,0.0101,0.0336,0.044,0.0028,0.005,7.00E-04,4.00E-04,0.0509,0.0054,0.0068,0.0083,0.0019,0,0,0.0121,0.0097
2662,4/15/05,7,0.37797226,0.166,0.0504,0.0969,0.7329,0.004,0.0459,0.0451,0.0056,0.0073,2.00E-04,0,0.1022,0.006,0.0022,0.0082,8.00E-04,0,0.0012,0.0204,0.0068
2663,4/16/05,,0.51454501,,,,,,,,,,,,,,,,,,,,
2664,4/17/05,,0.47759418,,,,,,,,,,,,,,,,,,,,
2665,4/18/05,,0.4538544,,,,,,,,,,,,,,,,,,,,
2666,4/19/05,,0.72324167,,,,,,,,,,,,,,,,,,,,
2667,4/20/05,,0.6920125,,,,,,,,,,,,,,,,,,,,
2668,4/21/05,5.3,0.37173694,0.1301,0.0831,0.1244,0.6152,0.0015,0.0327,0.0449,0.0056,0.0034,2.00E-04,0,0.0783,0.0031,0.0037,0.0076,0,0,0,0.0053,0.0044
2669,4/22/05,4.5,0.49455937,0.1281,0.0411,0.0764,0.5218,6.00E-04,0.0264,0.0246,0.0029,0.0015,4.00E-04,0,0.0508,7.00E-04,0.0046,0.008,9.00E-04,9.00E-04,2.00E-04,0.0132,0.0047
2670,4/23/05,14.1,0.71273264,0.6506,0.1065,0.1542,2.6254,0.0049,0.0622,0.0555,0.0057,0.0031,0.001,0,0.0796,0.0021,0.0047,0.0062,0.0026,0,0.0025,0.0015,0.0058
2671,4/24/05,6.3,0.18834715,0.2304,0.0154,0.027,0.9695,0.0012,0.0199,0.0171,0.0019,0.0016,2.00E-04,3.00E-04,0.0273,0,0,0.0013,0,0.0021,0.0021,0.0155,0.002
2672,4/25/05,7.4,0.29286146,0.2175,0.043,0.0451,1.1529,0,0.0182,0.0178,0.0028,0.0015,9.00E-04,5.00E-04,0.0509,0.0011,3.00E-04,0.0054,0,0,0,0.0131,0.0063
2673,4/26/05,9.4,0.38278646,0.4204,0.0763,0.1205,1.465,0.0022,0.0349,0.0366,0.0045,0.0023,0,0.0025,0.0656,8.00E-04,0.0041,0.0071,0.0018,0.0015,0,0.014,0.0055
2674,4/27/05,6.1,0.69253819,0.2075,0.0222,0.03,0.9237,1.00E-04,0.0154,0.0209,0.0019,0.0019,0,0,0.0463,0.0017,0.0025,0.005,6.00E-04,0,0,0.0116,0.0042
2675,4/28/05,5.2,0.369,0.0945,0.0258,0.0402,0.8109,5.00E-04,0.0179,0.0152,0.0026,5.00E-04,8.00E-04,0,0.0319,3.00E-04,1.00E-04,0.0023,0,0,0,0.0064,0.0053
2676,4/29/05,8,0.34168785,0.1454,0.0657,0.1022,1.0003,0.0014,0.0394,0.0351,0.0033,0.004,9.00E-04,0,0.0773,0.004,0.0028,0.0145,0.0024,0,0,0.0067,0.0081
2677,4/30/05,8.7,0.74171528,0.1634,0.0426,0.0411,1.2594,0.0015,0.0336,0.0268,0.0024,0.0038,5.00E-04,0,0.0459,0.0011,0.0042,0.0087,8.00E-04,0,6.00E-04,0.0139,0.0034
2678,5/1/05,9,0.35757639,0.2044,0.0514,0.0579,1.4058,2.00E-04,0.0322,0.0176,0.0014,0.0023,8.00E-04,0,0.0451,1.00E-04,0.0015,0.0041,0,0,4.00E-04,0,0.0111
2679,5/2/05,8.7,0.43054618,0.0728,0.0401,0.0651,1.503,1.00E-04,0.0252,0.0181,0.0023,0.0017,0.0011,0,0.0478,3.00E-04,0.003,0.0048,5.00E-04,0,0,0.0134,0.0054
2680,5/3/05,6.3,0.30979932,0.0983,0.0394,0.043,1.0635,0.0015,0.0178,0.0183,0.0035,0.0018,0,4.00E-04,0.0469,0.0013,0,0.0037,0.0011,0,0.0016,0.0028,0.0031
2681,5/4/05,7.5,0.44715297,0.1631,0.0526,0.067,1.208,0.0019,0.0253,0.0309,0.0044,0.0023,1.00E-04,0,0.0909,0.0022,0.0023,0.0044,0,0,0,0.0062,0.003
2682,5/5/05,6.7,0.45120393,0.0371,0.0423,0.0766,0.7638,0.0011,0.0253,0.0267,0.0036,0.0038,0.001,5.00E-04,0.0864,9.00E-04,0.0018,0.0075,6.00E-04,0,0,0.0263,0.0054
2683,5/6/05,7,1.00267464,0.2182,0.0545,0.0595,1.1574,0.0016,0.0207,0.0366,0.004,0.0019,9.00E-04,0,0.0529,0.0051,0,0.0065,0,0,0,0.0058,0.0035
2684,5/7/05,1.3,0.22475749,0.0302,0.0144,0.0102,0.2199,0.0048,0.0051,0.0091,5.00E-04,9.00E-04,2.00E-04,0,0.01,0,0.001,0.0016,3.00E-04,0,0,0,0
2685,5/8/05,1.8,0.11944439,0.0411,0.0176,0.0128,0.1959,0,0.0065,0.008,0.0013,7.00E-04,0,0,0.0254,0.0015,0.0061,0.0052,0,0,0,0.009,0.0024
2686,5/9/05,6.1,0.5134004,0.138,0.0546,0.0646,0.6292,0.0013,0.0179,0.0404,0.0026,0.0052,3.00E-04,0,0.0801,0.0044,0.002,0.0083,0,0,0.0015,0.0048,0
2687,5/10/05,6.2,0.58767805,0.1423,0.0471,0.075,0.7485,0,0.0223,0.0276,0.0033,0.0024,0,0,0.0688,0.0017,0.0051,0.0038,0,0,6.00E-04,0.0094,0.0085
2688,5/11/05,8.9,0.64050664,0.1392,0.0687,0.0939,1.0985,0.0102,0.029,0.0302,0.0056,0.0037,0.0012,0,0.0809,0.0063,0.032,0.0247,0.0016,0,0,0,0.0043
2689,5/12/05,3.2,0.33673674,0.0304,0.0983,0.1542,0.3462,0.0014,0.0289,0.0349,0.0065,0.0015,0,0.0017,0.0865,0.001,0.0026,0.003,7.00E-04,0,0,0.011,0
2690,5/13/05,5.4,0.33639236,0.1116,0.1015,0.1786,0.4272,0.0023,0.0432,0.0501,0.0071,0.0012,3.00E-04,0,0.0931,8.00E-04,0.0073,0.0051,0.001,0,3.00E-04,0.0024,0.0094
2691,5/14/05,10,0.92284931,0.3328,0.0911,0.1466,0.9316,0.0043,0.0418,0.0458,0.0066,0.0139,9.00E-04,0.0019,0.1023,0.0093,0.006,0.0092,2.00E-04,0,0.0017,0.0053,0.005
2692,5/15/05,7.1,0.76238889,0.2463,0.0516,0.056,0.9765,0.0024,0.0269,0.0223,0.0025,0.0075,0.0017,0,0.0391,0.005,0.0031,0.0046,0.0015,0,0,0.0275,0.0067
2693,5/16/05,8,0.6720434,0.1282,0.0296,0.0419,1.1436,3.00E-04,0.0195,0.0197,0.0025,0.0044,6.00E-04,0,0.0584,0.0035,0.0012,0.0067,0.0024,0,0,0.0049,0.0074
2694,5/17/05,9.1,0.61009722,0.1828,0.0438,0.0549,1.5311,0.001,0.0176,0.0369,0.0031,0.0033,3.00E-04,0.0011,0.0631,0.0032,0,0.0044,0,0,0,0.0016,0.0032
2695,5/18/05,9.2,1.07217014,0.1335,0.0339,0.0444,1.4339,0.0014,0.0169,0.0342,0.0056,0.0049,4.00E-04,0,0.0831,0.0044,0.0042,0.0085,3.00E-04,0,0,0.0149,0.0034
2696,5/19/05,7.7,0.59359201,0.1693,0.06,0.1026,1.0146,0.002,0.0264,0.0306,0.0038,0.0025,7.00E-04,0,0.0772,0.0017,0.0058,0.0102,0,0,0,0.0197,0.004
2697,5/20/05,6.8,0.76132812,0.1278,0.0656,0.1043,0.7278,0.0022,0.0288,0.035,0.0036,0.0028,6.00E-04,0,0.0702,0.002,0.003,0.011,0,8.00E-04,3.00E-04,0,0.0039
2698,5/21/05,2.9,0.39713194,0.0954,0.019,0.0089,0.2555,8.00E-04,0.0132,0.0122,7.00E-04,6.00E-04,0,0,0.0235,0,0.0045,0.0014,0,0,7.00E-04,0.001,0.0031
2699,5/22/05,3.3,0.20082292,0.0204,0,0.0162,0.4569,6.00E-04,0.0063,0.0141,0.001,0.0022,2.00E-04,0,0.0305,0.002,0.0032,0.0028,0,0,0.0014,0.0076,0.0049
2700,5/23/05,2.6,0.33128958,0.1149,0.0201,0.0117,0.2984,0.0025,0.0061,0.0193,0.0012,8.00E-04,0,0,0.0319,0.002,0.0033,0.0067,7.00E-04,0,0,0,0.0026
2701,5/24/05,,0.32118194,,,,,,,,,,,,,,,,,,,,
2702,5/25/05,1.6,0.24767917,0.2087,0.0243,0.0105,0.192,0.0785,0.0085,0.0173,0.001,9.00E-04,4.00E-04,0,0.0187,2.00E-04,0.001,0.0039,0,0,7.00E-04,0.0024,0.0086
2703,5/26/05,2.4,0.40273611,0.0705,0.0203,0.0258,0.1962,4.00E-04,0.0097,0.0173,0.0016,6.00E-04,8.00E-04,1.00E-04,0.0369,7.00E-04,0.0068,0.0069,0,0,0,0.0139,0.0057
2704,5/27/05,5.6,0.87564931,0.1466,0.0298,0.0563,0.3841,0.0015,0.0193,0.022,0.0052,0.001,3.00E-04,0,0.0959,0.0024,0.0042,0.0064,0,0,5.00E-04,0.0137,0.0036
2705,5/28/05,12.7,0.54756354,0.235,0.0337,0.0603,1.5705,0.0012,0.0436,0.0195,0.0038,0.0028,0,0.0023,0.0636,0.0022,0.0057,0.009,0,0,0.001,0.0022,0.0076
2706,5/29/05,13.4,0.85247917,0.1474,0.0366,0.0387,1.2352,0.0022,0.0394,0.0208,0.0028,0.0037,4.00E-04,0,0.0578,0.0024,0.0014,0.0065,0.0039,0,0.001,0.0276,0.0073
